iteration_number,acc_x_vals,acc_y_vals,acc_z_vals,gyro_x_vals,gyro_y_vals,gyro_z_vals,activity_name,timestamp
4,3.547,-4.532,0.541,0.121,0.274,-1.180,Walking,1665775890860
4,9.267,-13.856,2.828,-2.970,1.468,3.664,Walking,1665775891098
4,8.890,-5.200,0.991,-0.331,1.727,0.702,Walking,1665775891336
4,14.255,-5.375,2.984,-0.056,0.262,-0.676,Walking,1665775891577
4,11.542,-12.426,3.362,2.158,-2.192,-3.242,Walking,1665775891812
4,4.975,-5.591,1.305,0.886,-0.584,-1.644,Walking,1665775892052
4,4.352,-6.941,-0.221,-0.849,1.028,1.736,Walking,1665775892292
4,-0.348,4.762,8.737,-0.029,-0.007,-0.040,Walking Upstairs,1665775898485
4,-0.485,4.788,8.402,0.105,0.108,-0.053,Walking Upstairs,1665775898724
4,-0.054,4.633,7.125,-0.079,-0.141,0.048,Walking Upstairs,1665775898960
4,1.523,4.264,3.245,0.502,-3.510,0.645,Walking Upstairs,1665775899199
4,19.275,9.566,17.697,0.763,-0.937,-1.555,Walking Upstairs,1665775899438
4,-4.111,-8.048,-4.928,1.423,-1.448,1.099,Walking Upstairs,1665775899676
4,25.704,1.560,9.812,-2.308,-0.823,1.932,Walking Upstairs,1665775899915
4,18.241,12.318,3.379,0.804,0.225,-1.507,Walking Upstairs,1665775900155
4,3.183,-19.597,0.110,1.593,-0.441,-4.490,Walking Upstairs,1665775900391
4,23.309,-21.745,-1.395,-3.638,0.039,8.168,Walking Upstairs,1665775900629
4,8.344,12.505,4.213,0.976,-0.181,0.797,Walking Upstairs,1665775900868
4,43.386,-6.934,7.075,1.025,1.702,-5.661,Walking Upstairs,1665775901106
4,-9.553,-21.774,-3.106,1.541,-0.994,-0.019,Walking Upstairs,1665775901344
4,50.727,-32.689,2.886,-2.667,0.263,10.201,Walking Upstairs,1665775901586
4,6.261,9.475,6.339,-0.959,0.753,0.031,Walking Upstairs,1665775901820
4,33.916,-30.556,3.667,2.923,-0.054,-7.690,Walking Upstairs,1665775902061
4,-11.593,-18.442,-2.385,-1.026,-1.807,-1.962,Walking Upstairs,1665775902297
4,24.846,4.808,6.488,-2.838,-0.313,2.806,Walking Upstairs,1665775902538
4,5.727,0.227,-1.149,-1.819,0.358,0.015,Walking Upstairs,1665775902775
4,22.892,2.662,1.777,-1.895,0.399,-0.295,Walking Upstairs,1665775903012
4,3.722,-2.669,-2.255,-0.449,-0.671,-2.210,Walking Upstairs,1665775903250
4,12.169,-12.778,-0.696,-2.796,-1.725,3.721,Walking Upstairs,1665775903490
4,18.662,-5.986,4.193,-1.537,-0.304,2.339,Walking Upstairs,1665775903727
4,13.661,5.243,1.597,0.424,1.733,-0.287,Walking Upstairs,1665775903965
4,9.714,-20.885,-1.386,4.956,-0.959,-5.809,Walking Upstairs,1665775904206
4,20.097,-24.008,-1.872,-4.355,0.606,6.511,Walking Upstairs,1665775904442
4,6.577,15.964,7.946,-0.982,0.272,1.116,Walking Upstairs,1665775904680
4,42.303,-10.967,10.904,2.207,2.575,-3.931,Walking Upstairs,1665775904921
4,-14.376,-24.188,-7.735,1.061,0.395,-0.956,Walking Upstairs,1665775905157
4,35.226,-4.314,9.295,-2.225,1.100,3.172,Walking Upstairs,1665775905396
4,16.490,7.650,4.249,-0.007,0.337,-1.426,Walking Upstairs,1665775905636
4,7.291,-7.998,0.948,1.376,-0.336,-3.389,Walking Upstairs,1665775905872
4,-7.486,-10.220,-5.314,-0.012,-0.804,1.864,Walking Upstairs,1665775906111
4,23.237,-7.955,9.831,-4.515,1.397,4.254,Walking Upstairs,1665775906349
4,9.568,-4.592,4.004,-1.988,2.160,0.200,Walking Upstairs,1665775906589
4,9.262,-2.623,-2.773,-0.859,0.017,-0.235,Walking Upstairs,1665775906825
4,12.143,-3.193,-0.031,0.217,0.168,0.094,Walking Upstairs,1665775907064
4,9.769,-3.404,0.208,0.587,-0.294,-0.434,Walking Upstairs,1665775907302
4,5.760,-4.532,-1.630,-1.151,-0.326,-0.011,Walking Upstairs,1665775907539
4,6.194,-5.483,5.719,-1.814,1.808,2.120,Walking Upstairs,1665775907778
4,20.688,-3.102,0.922,1.732,-0.933,-3.980,Walking Upstairs,1665775908016
4,-16.953,-14.689,-0.517,-1.993,-1.172,0.720,Walking Upstairs,1665775908257
4,26.101,8.012,6.668,0.629,0.188,3.640,Walking Upstairs,1665775908492
4,29.052,-10.000,5.453,-1.911,0.299,-4.312,Walking Upstairs,1665775908730
4,-6.643,-7.461,-2.521,1.225,0.567,-2.049,Walking Upstairs,1665775908971
4,27.014,-21.003,2.347,-2.444,-0.629,7.452,Walking Upstairs,1665775909209
4,-0.533,6.724,2.464,-0.818,1.838,-2.670,Walking Upstairs,1665775909446
4,23.742,-34.750,6.172,4.561,0.049,-8.010,Walking Upstairs,1665775909688
4,4.836,-18.617,10.169,-0.901,2.330,4.849,Walking Upstairs,1665775909924
4,13.134,2.350,3.092,-2.436,2.909,1.971,Walking Upstairs,1665775910160
4,29.145,-15.712,5.923,1.582,-3.194,-5.321,Walking Upstairs,1665775910400
4,-1.424,-9.916,5.726,1.888,-1.088,-3.035,Walking Upstairs,1665775910641
4,8.249,-14.196,-2.859,-1.581,1.475,4.600,Walking Upstairs,1665775910877
4,14.962,-0.635,2.270,-0.121,-0.345,1.107,Walking Upstairs,1665775911114
4,14.770,-11.200,-1.544,5.546,-5.659,-1.062,Walking Upstairs,1665775911356
4,4.637,-12.345,3.604,-1.243,-1.037,-3.728,Walking Upstairs,1665775911591
4,6.048,-8.031,1.456,-1.271,3.123,2.641,Walking Upstairs,1665775911829
4,13.300,-0.786,-1.774,-0.769,0.606,1.159,Walking Upstairs,1665775912067
4,15.973,-17.278,8.368,0.850,-0.541,-5.131,Walking Upstairs,1665775912305
4,-4.382,-10.175,0.603,0.162,-0.637,-1.860,Walking Upstairs,1665775912543
4,20.947,-18.047,2.357,-2.463,-0.008,6.424,Walking Upstairs,1665775912784
4,36.088,-1.771,2.165,0.588,-1.589,-1.450,Walking Upstairs,1665775913023
4,-10.695,-18.131,-4.931,-0.522,-1.373,-2.742,Walking Upstairs,1665775913259
5,-2.118,6.726,7.125,-0.094,-0.723,-0.747,Sitting,1665775919455
5,-1.680,6.328,7.470,-0.184,0.377,-0.082,Sitting,1665775919693
5,-2.138,7.049,7.503,-0.044,-0.066,-0.135,Sitting,1665775919931
5,-2.284,6.628,6.785,-0.025,0.050,-0.164,Sitting,1665775920171
5,-3.052,6.230,6.227,-0.033,0.235,-0.358,Sitting,1665775920408
5,-3.244,6.477,6.974,0.069,-0.018,-0.030,Sitting,1665775920647
5,-2.502,6.616,5.978,0.053,0.110,0.027,Sitting,1665775920884
5,-3.431,6.340,7.252,-0.176,0.085,-0.210,Sitting,1665775921125
5,-3.658,6.460,6.117,0.025,0.127,0.066,Sitting,1665775921364
5,-2.938,6.324,6.323,-0.088,0.102,-0.168,Sitting,1665775921599
5,-3.311,6.357,6.766,-0.040,0.052,0.030,Sitting,1665775921837
5,-2.803,6.879,6.217,-0.081,-0.072,0.077,Sitting,1665775922075
5,-2.399,6.858,6.725,-0.085,-0.106,0.092,Sitting,1665775922313
5,-2.782,6.271,6.703,-0.102,-0.042,0.148,Sitting,1665775922553
5,-3.967,6.580,6.701,-0.346,0.243,0.244,Sitting,1665775922790
5,-2.997,6.118,7.010,-0.407,0.017,0.421,Sitting,1665775923030
5,-2.150,7.207,8.909,0.360,-0.270,0.179,Sitting,1665775923266
5,-0.047,4.954,8.172,0.607,-0.158,-0.074,Sitting,1665775923505
5,0.018,6.144,6.943,0.159,-0.103,0.041,Sitting,1665775923744
5,-0.313,7.291,7.000,0.206,0.185,0.317,Sitting,1665775923982
5,-1.007,6.982,6.850,-0.058,0.115,0.101,Sitting,1665775924220
5,-1.007,7.083,6.876,-0.023,0.141,-0.043,Sitting,1665775924463
5,-1.206,7.217,6.909,-0.054,0.048,-0.002,Sitting,1665775924698
5,-0.950,7.349,6.435,0.026,-0.067,-0.108,Sitting,1665775924935
5,-1.283,7.535,6.404,0.087,-0.041,-0.127,Sitting,1665775925176
5,-1.412,7.449,6.344,-0.010,-0.047,-0.064,Sitting,1665775925412
5,-1.101,7.219,6.112,-0.032,-0.155,0.045,Sitting,1665775925650
5,-0.971,7.490,6.967,0.051,-0.203,-0.110,Sitting,1665775925890
5,-1.096,7.471,6.565,0.073,-0.303,-0.166,Sitting,1665775926126
5,-1.776,7.136,6.699,0.089,-0.115,-0.179,Sitting,1665775926364
5,-1.529,7.509,6.308,0.068,-0.165,-0.135,Sitting,1665775926607
5,-1.503,7.538,6.330,0.126,-0.260,-0.252,Sitting,1665775926842
5,-1.769,7.526,5.954,0.177,-0.320,-0.287,Sitting,1665775927080
5,-2.078,7.389,5.856,0.077,-0.230,-0.289,Sitting,1665775927318
5,-2.138,7.229,6.562,-0.185,-0.038,-0.067,Sitting,1665775927557
5,-1.960,7.483,6.325,-0.319,0.025,0.129,Sitting,1665775927795
5,-2.346,6.704,6.979,-0.179,-0.091,0.042,Sitting,1665775928034
5,-2.114,7.318,6.457,0.049,-0.011,-0.017,Sitting,1665775928275
5,-1.716,7.325,6.294,0.117,-0.051,0.084,Sitting,1665775928511
5,-1.932,7.078,6.682,-0.080,-0.047,-0.101,Sitting,1665775928749
5,-1.819,7.258,6.706,-0.062,-0.066,-0.021,Sitting,1665775928986
5,-2.027,7.270,6.349,0.031,0.054,-0.021,Sitting,1665775929225
5,-2.140,6.807,6.339,-0.062,-0.042,0.052,Sitting,1665775929465
5,-1.527,7.277,6.818,-0.076,0.012,0.007,Sitting,1665775929702
5,-1.965,7.044,6.761,-0.029,-0.024,-0.003,Sitting,1665775929943
5,-1.905,7.090,6.651,-0.039,-0.017,0.034,Sitting,1665775930180
5,-1.795,7.035,6.854,0.012,0.025,0.036,Sitting,1665775930417
5,-1.972,7.040,6.632,0.062,0.036,0.026,Sitting,1665775930656
5,-1.759,7.097,6.634,-0.008,0.057,0.024,Sitting,1665775930894
5,-2.000,7.078,6.739,-0.006,0.013,0.009,Sitting,1665775931131
5,-1.948,6.946,6.555,0.012,0.031,-0.002,Sitting,1665775931371
5,-2.102,7.073,6.629,-0.002,0.027,0.009,Sitting,1665775931609
5,-1.927,6.989,6.574,0.044,0.029,0.012,Sitting,1665775931846
5,-1.970,7.179,6.418,0.042,-0.027,0.007,Sitting,1665775932084
5,-1.786,7.284,6.557,0.006,-0.055,-0.027,Sitting,1665775932323
5,-2.305,6.877,6.943,-0.004,-0.033,0.021,Sitting,1665775932561
5,-1.975,7.056,6.699,-0.064,0.044,0.013,Sitting,1665775932799
5,-1.888,7.044,6.524,-0.044,0.019,0.050,Sitting,1665775933042
5,-1.790,6.973,6.562,-0.036,-0.006,-0.003,Sitting,1665775933277
5,-1.405,7.083,6.804,0.017,-0.013,-0.017,Sitting,1665775933514
5,-1.699,6.786,7.635,0.050,0.054,0.026,Sitting,1665775933753
5,-1.881,7.006,6.744,-0.051,0.011,0.001,Sitting,1665775933992
5,-2.339,6.738,7.288,-0.055,-0.078,-0.154,Sitting,1665775934229
5,-2.521,6.170,7.324,-0.075,-0.028,0.005,Walking,1665775940505
5,-1.160,6.407,7.453,0.110,0.079,0.066,Walking,1665775940742
5,-3.254,5.560,7.240,-0.095,0.166,0.101,Walking,1665775940981
5,-2.976,4.958,10.270,0.570,0.505,1.823,Walking,1665775941234
5,3.236,-0.822,-1.977,0.691,-3.086,3.648,Walking,1665775941470
5,22.030,-16.529,1.454,-0.802,-2.601,6.705,Walking,1665775941708
5,16.641,-3.660,2.498,-0.799,1.651,1.525,Walking,1665775941948
5,16.379,-9.195,2.392,2.046,-2.370,-3.875,Walking,1665775942184
5,7.042,-12.072,0.529,-1.353,0.224,-3.840,Walking,1665775942426
5,1.176,-6.965,-1.647,-1.047,-0.369,2.487,Walking,1665775942662
5,14.334,-11.248,2.994,-1.891,0.320,4.046,Walking,1665775942898
5,14.227,-5.069,3.032,-0.819,1.528,0.709,Walking,1665775943136
5,13.328,-11.288,2.701,2.075,-2.218,-3.405,Walking,1665775943376
5,6.895,-10.232,1.147,0.336,-0.852,-3.422,Walking,1665775943612
5,1.164,-7.099,-0.766,-1.091,0.488,1.812,Walking,1665775943851
5,12.845,-11.025,3.365,-0.870,0.984,3.730,Walking,1665775944092
5,14.579,-5.191,2.095,-1.265,1.777,1.067,Walking,1665775944328
5,12.200,-9.552,3.015,1.791,-1.376,-2.945,Walking,1665775944566
5,8.941,-11.351,1.173,-0.028,-1.222,-3.282,Walking,1665775944805
5,-0.301,-6.882,0.275,-0.764,1.497,0.891,Walking,1665775945045
5,11.204,-12.076,1.705,-1.696,0.453,4.161,Walking,1665775945282
5,14.322,-4.982,0.254,-0.325,1.628,1.253,Walking,1665775945520
5,13.053,-9.037,2.610,1.813,-0.708,-2.823,Walking,1665775945760
5,8.610,-12.761,2.438,0.921,-1.009,-4.231,Walking,1665775945997
5,0.066,-5.399,-0.878,-0.735,0.890,1.407,Walking,1665775946235
5,13.408,-9.392,3.451,-1.058,0.713,3.301,Walking,1665775946476
5,13.563,-5.516,1.490,-0.645,0.823,0.989,Walking,1665775946712
5,11.954,-6.671,1.466,1.064,-0.568,-2.226,Walking,1665775946953
5,7.317,-9.609,3.506,1.253,-0.849,-2.716,Walking,1665775947189
5,3.586,-6.355,-0.134,-0.302,0.745,0.656,Walking,1665775947431
5,10.095,-10.179,0.821,-1.204,0.508,3.532,Walking,1665775947666
5,14.763,-4.772,1.288,-0.086,0.596,1.062,Walking,1665775947904
5,14.037,-8.395,1.806,1.387,-2.032,-3.471,Walking,1665775948144
5,10.031,-15.022,4.141,1.406,6.384,-4.116,Walking,1665775948382
5,1.854,-1.184,-0.948,-0.257,0.847,-0.099,Walking,1665775948620
5,7.420,-12.086,5.516,-3.982,-4.568,2.279,Walking,1665775948855
5,16.921,-6.206,9.369,-0.438,0.517,1.448,Walking,1665775949093
5,14.595,-6.297,4.299,1.408,-1.241,-2.388,Walking,1665775949332
5,9.384,-11.353,1.724,1.186,-1.746,-3.355,Walking,1665775949570
5,1.226,-6.894,0.532,-0.470,0.555,1.340,Walking,1665775949810
5,11.420,-9.566,2.852,-0.428,0.375,3.660,Walking,1665775950047
5,16.216,-3.960,2.792,-0.360,1.119,0.912,Walking,1665775950284
5,12.481,-9.370,3.331,1.607,-1.384,-2.848,Walking,1665775950523
5,8.828,-9.854,1.319,0.167,-1.433,-3.090,Walking,1665775950764
5,2.084,-6.807,-0.357,-0.847,0.732,0.942,Walking,1665775951001
5,10.210,-10.158,2.572,-1.299,0.927,3.715,Walking,1665775951239
5,14.655,-6.098,-0.034,0.020,1.044,1.374,Walking,1665775951479
5,11.491,-9.612,2.050,1.091,-1.218,-2.954,Walking,1665775951715
5,8.835,-10.690,1.640,0.517,-1.663,-3.205,Walking,1665775951955
5,2.122,-5.215,0.833,-1.131,0.737,1.175,Walking,1665775952192
5,8.213,-10.110,2.888,-2.226,1.586,4.189,Walking,1665775952430
5,12.018,-6.151,2.359,-1.255,2.332,1.181,Walking,1665775952668
5,13.180,-4.645,1.557,-0.419,2.809,-2.235,Walking,1665775952907
5,10.742,-10.824,-1.429,1.690,-0.579,-3.349,Walking,1665775953147
5,1.404,-5.478,0.184,-0.556,-0.248,0.161,Walking,1665775953384
5,12.033,-10.297,2.910,-1.051,0.236,3.234,Walking,1665775953623
5,9.238,-7.076,0.515,-1.431,1.784,1.338,Walking,1665775953860
5,14.413,-6.977,1.339,-0.033,0.685,-1.165,Walking,1665775954097
5,10.886,-11.676,2.527,1.763,-1.886,-2.781,Walking,1665775954336
5,3.241,-5.780,-0.029,-0.053,0.224,-1.738,Walking,1665775954577
5,12.576,-3.440,5.844,-2.398,2.981,-0.210,Walking,1665775954813
5,4.369,-2.065,8.085,-0.808,1.925,-0.280,Walking,1665775955051
5,5.272,-1.014,12.456,-0.089,0.023,0.018,Walking,1665775955289
5,0.075,5.869,8.948,-0.192,0.284,0.311,Walking Upstairs,1665775961514
5,-0.998,5.550,7.836,-0.125,0.315,0.116,Walking Upstairs,1665775961752
5,-4.789,3.914,6.977,-0.217,0.402,0.234,Walking Upstairs,1665775961991
5,0.661,-0.077,8.471,0.475,-2.005,4.109,Walking Upstairs,1665775962230
5,12.909,6.446,13.117,2.720,1.801,0.768,Walking Upstairs,1665775962467
5,1.636,-0.647,-1.544,2.110,-0.827,0.541,Walking Upstairs,1665775962705
5,20.897,-18.016,1.430,-4.137,1.297,5.669,Walking Upstairs,1665775962944
5,11.429,3.756,17.400,-2.797,0.298,0.578,Walking Upstairs,1665775963183
5,25.241,-12.052,12.775,4.516,0.505,-1.846,Walking Upstairs,1665775963419
5,-22.090,-26.837,1.602,1.230,-0.861,-3.391,Walking Upstairs,1665775963659
5,33.959,-8.390,7.295,-2.710,1.292,5.425,Walking Upstairs,1665775963896
5,7.137,11.779,3.293,0.564,0.101,-1.019,Walking Upstairs,1665775964135
5,30.036,-33.861,8.356,4.058,-1.070,-7.140,Walking Upstairs,1665775964373
5,18.710,-38.960,-7.170,-1.547,-0.128,8.520,Walking Upstairs,1665775964613
5,8.225,21.261,17.586,-0.449,0.347,1.373,Walking Upstairs,1665775964850
5,59.516,-29.512,-1.589,2.815,0.116,-6.185,Walking Upstairs,1665775965088
5,-26.481,-33.236,2.756,-1.447,0.738,-2.151,Walking Upstairs,1665775965327
5,57.541,-59.479,22.503,-5.192,0.460,12.649,Walking Upstairs,1665775965567
5,9.887,0.501,18.195,-4.975,4.063,1.714,Walking Upstairs,1665775965802
5,36.151,-33.888,-0.158,3.959,3.472,-5.005,Walking Upstairs,1665775966041
5,-1.819,-17.199,0.184,2.924,-4.662,-5.327,Walking Upstairs,1665775966280
5,9.451,-15.350,-1.915,-2.249,-0.686,5.930,Walking Upstairs,1665775966518
5,39.995,-14.728,11.292,-5.829,2.605,9.383,Walking Upstairs,1665775966758
5,17.963,-6.400,2.036,2.026,1.514,-2.611,Walking Upstairs,1665775966995
5,-15.257,-20.033,-3.994,-0.718,-1.151,-4.044,Walking Upstairs,1665775967237
5,26.314,-23.395,-11.517,-1.481,0.464,6.300,Walking Upstairs,1665775967471
5,-2.415,0.959,1.674,0.018,1.764,1.608,Walking Upstairs,1665775967713
5,19.383,-6.647,4.768,0.881,1.675,-3.180,Walking Upstairs,1665775967948
5,22.331,-36.070,1.293,3.670,-1.668,-8.319,Walking Upstairs,1665775968187
5,2.848,-29.543,-0.569,-1.908,-0.617,6.018,Walking Upstairs,1665775968424
5,14.916,-3.725,5.872,-0.631,0.495,1.639,Walking Upstairs,1665775968664
5,25.248,-6.750,-0.478,1.566,2.213,-1.158,Walking Upstairs,1665775968901
5,-2.315,-13.698,-12.801,2.205,0.191,-4.216,Walking Upstairs,1665775969139
5,9.810,-12.632,-0.861,-5.755,-0.547,0.919,Walking Upstairs,1665775969379
5,9.108,-1.790,4.512,-4.169,0.015,-0.293,Walking Upstairs,1665775969617
5,13.130,-6.613,5.640,-1.070,-1.380,0.861,Walking Upstairs,1665775969854
5,8.134,-6.223,-0.268,0.573,0.010,0.435,Walking Upstairs,1665775970093
5,4.156,7.837,1.739,-1.490,-0.141,0.256,Walking Upstairs,1665775970334
5,5.413,-12.381,2.445,1.998,-0.077,-4.294,Walking Upstairs,1665775970572
5,7.384,-13.801,0.122,-1.847,0.296,5.591,Walking Upstairs,1665775970807
5,23.309,3.469,-0.146,0.204,0.802,-1.762,Walking Upstairs,1665775971048
5,-22.821,-22.066,-4.667,1.352,-1.575,-6.245,Walking Upstairs,1665775971287
5,31.143,-4.168,-8.540,-0.045,1.688,7.468,Walking Upstairs,1665775971522
5,12.133,-9.657,3.149,-1.109,1.516,-5.506,Walking Upstairs,1665775971764
5,-0.554,-5.291,-11.119,0.677,8.314,-2.543,Walking Upstairs,1665775971999
5,-11.418,4.405,16.228,-0.402,1.828,2.526,Walking Upstairs,1665775972240
5,2.853,-0.166,5.516,0.438,0.528,1.738,Walking Upstairs,1665775972475
5,6.572,-9.492,-16.810,1.161,-5.421,2.491,Walking Upstairs,1665775972715
5,19.168,-5.310,7.245,-2.647,-0.838,4.559,Walking Upstairs,1665775972952
5,13.410,-3.294,4.261,0.035,-0.013,-1.320,Walking Upstairs,1665775973190
5,24.087,-30.288,8.675,3.024,-3.833,-7.074,Walking Upstairs,1665775973429
5,-4.973,-7.698,2.572,0.115,0.996,-2.095,Walking Upstairs,1665775973667
5,19.821,-20.152,2.589,-1.477,-0.306,5.152,Walking Upstairs,1665775973906
5,9.415,6.848,6.663,-0.226,0.537,-0.285,Walking Upstairs,1665775974146
5,-4.655,-20.301,-5.165,1.187,0.226,-5.756,Walking Upstairs,1665775974384
5,13.647,8.637,15.817,-2.572,0.427,3.870,Walking Upstairs,1665775974621
5,11.003,-25.357,-5.151,3.464,-1.223,-8.557,Walking Upstairs,1665775974858
5,12.447,-5.864,-2.638,0.069,-0.943,7.819,Walking Upstairs,1665775975099
5,14.904,2.104,-0.770,1.012,-0.383,-2.530,Walking Upstairs,1665775975337
5,5.018,-5.806,2.687,0.362,0.930,-4.080,Walking Upstairs,1665775975574
5,2.023,-12.951,-2.061,-1.064,0.632,4.132,Walking Upstairs,1665775975812
5,17.893,4.614,0.462,-1.541,1.222,1.222,Walking Upstairs,1665775976050
5,1.157,6.597,-0.749,0.161,-0.431,0.874,Walking Upstairs,1665775976289
